Referência,Versão,Pré-determinado,Tipo,EAN13,Família,Catálogo,"Tarifa Nacional",Garantia,"Etiqueta V/F","Folha de Dados",Descrição,masterfile.tender_text,masterfile.codi_duaner,Material,Acabado,Largo,Amplitude,Altura,Projeção,"Fonte de Luz","Incluir lâmpada","Eficiência energética","Unidades Masterbox","Produto descatalogado","Lançamento de produto","Peso embalado (kg)","Weight master box","Peso líquido (kg)","Unidade de Volume (m3)","Volume Master box (m3)","Length Box 1","Largura da caixa 1","Altura da caixa 1","Length Box 2","Largura da caixa 2","Altura da caixa 2","Length Box 3","Largura da caixa 3","Altura da caixa 3","Length MB 1","Amplitude MB 1","Altura MB 1","Length MB 2","Amplitude MB 2","Altura MB 2","Length MB 3","Amplitude MB 3","Altura MB 3","Watts (W)","Lúmens (lm)","Real Lumens (lm)","Temperatura de cor do LED (K)",CRI,"Facho de Luz","Regulação de Tipo",IP,IK,"Imagem Web","Imagem de ambiente 1","Imagem de ambiente 2","Imagem de ambiente 3","Imagem de detalhe 1","Imagem de detalhe 2",IMC,EE,Fotometria,masterfile.ploma_comercial,Acessórios,3D,masterfile.ies,masterfile.ldt,"Codi Quênia","Codi RETILAP","Codi Marrocos","Código do País 4","Código do País 5","Código do País 6",Modelo
35-A135-14-00,V0,Sim,"Baixa tensão",8445386355160,"Tango 1 Spot",Architectural,,2,"48 VDC",https://files.ledsc4.com/ft2/pt/35-A135-14-00.html,"BAIXA TENSÃO TANGO 1 SPOT 1.4W 2700K CRI 92 ON-OFF BRANCO 145LM","LedsC4 Tango 1 Spot 35-A135-14-00  Baixa tensão de uso interior com iluminação orientável.  Material da estrutura: Alumínio. Acabamento estrutura: Branco. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.05 Comprimento do produto (mm): 167 Largura ou diâmetro do produto (mm): 22 Altura do produto (mm): 41  Classe 3. IP: IP20. LED. N.º de casquilhos ou LED: 1. Marca do LED: OSRAM. Potência máxima da fonte de luz: 1.4W. Temperatura de cor: 2700K. Índice de reprodução cromática: 92. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B20. UGR: 8.5. Risco fotobiológico: RG2. Fluxo real (lm): 145. Lm/W reais: 104. Intervalo de tensão / frequência: 48. Tensão: 2.8. Equipamento incluído: Não, mas requer equipamento. Potência total: 1.4. Fator de potência: NULL. Equipamento regulável incluído: ON-OFF.",9405119090,Alumínio,"Branco, MICROPRISMATIC",167,22,41,,,Sim,E,100,"Descatalogado PT",2023,"0,09",9,"0,05","0,001","0,1",60,35,200,,,,,,,,,,,,,,,,"1,4",,145,2700K,92,MEDIUM,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/35-A135-14-00,,,,https://files.ledsc4.com/detail-photo/1/35-A135-14-00,,https://files.ledsc4.com/imc/35-A135-14-00.html,https://files.ledsc4.com/el/35-A135-14-00.html,https://files.ledsc4.com/fm/35-A135-14-00.html,,,https://files.ledsc4.com/3d/35-A135-14-00.html,https://files.ledsc4.com/ies/35-A135-14-00.html,https://files.ledsc4.com/ldt/35-A135-14-00.html,,RETILAP-TRACK,DW-LED-III,,,,"Tango 1 Spot"
DE-0055-NEG,V0,Sim,"Candeeiro de mesa",8445386346991,Tress,DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0055-NEG.html,"CANDEEIRO DE MESA TRESS LED 6.5W 4000K ON-OFF PRETO","LedsC4 Tress DE-0055-NEG  Candeeiro de mesa de uso interior  Material da estrutura: Aço. Acabamento estrutura: Preto. Material do difusor: Silicone. Acabamento difusor: Branco. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.62 Largura ou diâmetro do produto (mm): 150 Altura do produto (mm): 370 Saída do produto (mm): 330  Classe 2. IP: IP20. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 6W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. Risco fotobiológico: RG0. Fluxo nominal (lm): 833. Intervalo de tensão / frequência: 220-240. Tensão: 3. Equipamento incluído: Sim. Potência total: 6.5. Fator de potência: 0.73. Equipamento regulável incluído: ON-OFF.",9405219090,"Aço, Silicone","Preto, Branco",,150,370,330,"1xLED 6 833 lm",Sim,E,8,"Discontinuo_NC PT",2022,"0,9","7,2","0,62","0,006","0,048",490,170,60,,,,,,,,,,,,,,,,"6,5",833,,4000K,80,,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0055-NEG,,,,https://files.ledsc4.com/detail-photo/1/DE-0055-NEG,https://files.ledsc4.com/detail-photo/2/DE-0055-NEG,https://files.ledsc4.com/imc/DE-0055-NEG.html,https://files.ledsc4.com/el/DE-0055-NEG.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-II,,,,
PX-0523-NEG,V0,Sim,"Superfície de Parede",8445386485690,"Pixa Double",Forlight,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/PX-0523-NEG.html,"SUPERFÍCIE DE PAREDE IP44 PIXA DOUBLE GU10 16W PRETO","LedsC4 Pixa Double PX-0523-NEG  Superfície de Parede de uso interior  Fonte de luz orientável. Material da estrutura: Aço inoxidável AISI 202. Acabamento estrutura: Preto. Material do difusor: Vidro. Acabamento difusor: Transparente. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.68 Comprimento do produto (mm): 225 Largura ou diâmetro do produto (mm): 112 Saída do produto (mm): 165  Classe 1. IP: IP44. IK: IK06. Potência total: 16.",9405199090,"Aço inoxidável AISI 202, Vidro","Preto, Transparente",225,112,,165,,Não,"NA EPREL",6,"Descatalogado PT",2023,"0,82","4,92","0,68","0,004","0,024",130,110,195,,,,,,,,,,,,,,,,16,,,,,,,IP44,IK06,https://files.ledsc4.com/main-photo/PX-0523-NEG,https://files.ledsc4.com/ambience-photo/1/PX-0523-NEG,,,https://files.ledsc4.com/detail-photo/1/PX-0523-NEG,https://files.ledsc4.com/detail-photo/2/PX-0523-NEG,https://files.ledsc4.com/imc/PX-0523-NEG.html,,https://files.ledsc4.com/fm/PX-0523-NEG.html,,,,https://files.ledsc4.com/ies/PX-0523-NEG.html,https://files.ledsc4.com/ldt/PX-0523-NEG.html,,RETILAP-APLIQUE,FX-INC-I,,,,
PX-0534-ANT,V0,Sim,"Superfície de Parede",8445386458564,"Hide Round Ø140mm",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/PX-0534-ANT.html,"SUPERFÍCIE DE PAREDE IP65 HIDE ROUND Ø140MM LED 2.7W 4000K CINZENTO URBANO 268","LedsC4 Hide Round Ø140mm PX-0534-ANT  Superfície de Parede de uso exterior  Inclui 2 saídas de cabo para facilitar a instalação em cadeia. Material da estrutura: Alumínio. Acabamento estrutura: Cinzento urbano. Material do difusor: Policarbonato. Acabamento difusor: Transparente. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.21 Largura ou diâmetro do produto (mm): 140 Altura do produto (mm): 140 Saída do produto (mm): 15  Classe 2. IP: IP65. IK: IK10. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 2.7W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. Risco fotobiológico: RG0. Fluxo real (lm): 121. Fluxo nominal (lm): 268. Lm/W reais: 45. Tensão: 18. Equipamento incluído: No. Potência total: 2.7. Fator de potência: 0.46.",9405119090,"Alumínio, Policarbonato","Cinzento urbano, Transparente",,140,140,15,"1xLED 2.7 268 lm",Sim,E,24,"Descatalogado PT",2023,"0,27","6,48","0,21","0,001","0,024",145,40,150,,,,,,,,,,,,,,,,"2,7",268,121,4000K,80,,,IP65,IK10,https://files.ledsc4.com/main-photo/PX-0534-ANT,https://files.ledsc4.com/ambience-photo/1/PX-0534-ANT,https://files.ledsc4.com/ambience-photo/2/PX-0534-ANT,https://files.ledsc4.com/ambience-photo/3/PX-0534-ANT,https://files.ledsc4.com/detail-photo/1/PX-0534-ANT,https://files.ledsc4.com/detail-photo/2/PX-0534-ANT,https://files.ledsc4.com/imc/PX-0534-ANT.html,https://files.ledsc4.com/el/PX-0534-ANT.html,,,,,,,,RETILAP-APLIQUE,FX-LED-II,,,,
PX-0535-ANT,V0,Sim,"Superfície de Parede",8445386458571,"Hide Square 140mm x 140mm",Forlight,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/PX-0535-ANT.html,"SUPERFÍCIE DE PAREDE IP65 HIDE SQUARE 140MM X 140MM LED 2.7W 4000K CINZENTO URB","LedsC4 Hide Square 140mm x 140mm PX-0535-ANT  Superfície de Parede de uso exterior  Inclui 2 saídas de cabo para facilitar a instalação em cadeia. Material da estrutura: Alumínio. Acabamento estrutura: Cinzento urbano. Material do difusor: Policarbonato. Acabamento difusor: Transparente. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.24 Largura ou diâmetro do produto (mm): 140 Altura do produto (mm): 140 Saída do produto (mm): 15  Classe 2. IP: IP65. IK: IK10. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 2.7W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. Risco fotobiológico: RG0. Fluxo real (lm): 121. Fluxo nominal (lm): 268. Lm/W reais: 45. Tensão: 18. Equipamento incluído: No. Potência total: 2.7. Fator de potência: 0.46.",9405119090,"Alumínio, Policarbonato","Cinzento urbano, Transparente",,140,140,15,"1xLED 2.7 268 lm",Sim,E,24,"Discontinuo PT",2023,"0,31","7,44","0,24","0,001","0,024",145,40,150,,,,,,,,,,,,,,,,"2,7",268,121,4000K,80,,,IP65,IK10,https://files.ledsc4.com/main-photo/PX-0535-ANT,,,,,,https://files.ledsc4.com/imc/PX-0535-ANT.html,https://files.ledsc4.com/el/PX-0535-ANT.html,,,,,,,,RETILAP-APLIQUE,FX-LED-II,,,,
PX-0540-ALU,V0,Sim,"Superfície de Parede",8445386479545,"Rect Rectangular",Forlight,44,3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/PX-0540-ALU.html,"SUPERFÍCIE DE PAREDE IP65 RECT RECTANGULAR LED 3.3W 3000K AÇO INOXIDÁVEL 345","LedsC4 Rect Rectangular PX-0540-ALU  Superfície de Parede de uso exterior  Metros de cabo incluído: 0.1. Material da estrutura: Aço inoxidável AISI 304. Acabamento estrutura: Aço inoxidável. Material do difusor: Policarbonato. Acabamento difusor: OPAL. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.35 Largura ou diâmetro do produto (mm): 205 Altura do produto (mm): 95 Saída do produto (mm): 65 Ø do orifício de encastrar (mm): 63  Classe 1. IP: IP65. IK: IK07. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 3.3W. Temperatura de cor: 3000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 20.5. Risco fotobiológico: RG0. Fluxo real (lm): 258. Fluxo nominal (lm): 345. Lm/W reais: 78. Tensão: 18. Equipamento incluído: Sim. Potência total: 3.3. Fator de potência: 0.47.",9405119090,"Aço inoxidável AISI 304, Policarbonato","Aço inoxidável, OPAL",,205,95,65,"1xLED 3.3 345 lm",Sim,F,50,"Discontinuo PT",2023,"0,44",22,"0,35","0,002","0,1",210,75,100,,,,,,,,,,,,,,,,"3,3",345,258,3000K,80,SPOT,,IP65,IK07,https://files.ledsc4.com/main-photo/PX-0540-ALU,https://files.ledsc4.com/ambience-photo/1/PX-0540-ALU,,,https://files.ledsc4.com/detail-photo/1/PX-0540-ALU,https://files.ledsc4.com/detail-photo/2/PX-0540-ALU,https://files.ledsc4.com/imc/PX-0540-ALU.html,https://files.ledsc4.com/el/PX-0540-ALU.html,https://files.ledsc4.com/fm/PX-0540-ALU.html,,https://files.ledsc4.com/ft3/pt/PX-0540-ALU.html,,https://files.ledsc4.com/ies/PX-0540-ALU.html,https://files.ledsc4.com/ldt/PX-0540-ALU.html,,RETILAP-APLIQUE,FX-LED-I,,,,
DE-0118-NEG,V0,Sim,"Superfície de Parede",8445386485805,AURA,Forlight,"54,05",3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0118-NEG.html,"SUPERFÍCIE DE PAREDE AURA E27 15W PRETO","LedsC4 AURA DE-0118-NEG  Superfície de Parede de uso interior  Material da estrutura: Alumínio. Acabamento estrutura: Preto. Material do difusor: Têxtil. Acabamento difusor: Negre. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.55 Comprimento do produto (mm): 325 Largura ou diâmetro do produto (mm): 235 Altura do produto (mm): 225  Classe 1. IP: IP20. Potência total: 15.",9405199090,"Alumínio, Têxtil","Preto, Negre",325,235,225,,,Não,"NA EPREL",8,"Discontinuo PT",2023,"1,05","8,4","0,55","0,017","0,136",305,245,205,,,,,,,,,,,,,,,,15,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0118-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0118-NEG,,,https://files.ledsc4.com/detail-photo/1/DE-0118-NEG,https://files.ledsc4.com/detail-photo/2/DE-0118-NEG,https://files.ledsc4.com/imc/DE-0118-NEG.html,,https://files.ledsc4.com/fm/DE-0118-NEG.html,,,,https://files.ledsc4.com/ies/DE-0118-NEG.html,https://files.ledsc4.com/ldt/DE-0118-NEG.html,,RETILAP-DECORATIVE,FX-INC-I,,,,
DE-0128-CRO,V0,Sim,"Encastrados de teto",8445386487229,RAME,Forlight,"16,25",3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0128-CRO.html,"ENCASTRADOS DE TETO RAME GU10 8W CROMADO","LedsC4 RAME DE-0128-CRO  Encastrados de teto de uso interior  Material da estrutura: Alumínio. Acabamento estrutura: Cromado. Material do difusor: Vidro. Acabamento difusor: Transparente. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.25 Largura ou diâmetro do produto (mm): 90 Altura do produto (mm): 50 Ø do orifício de encastrar (mm): 70 Espessura de teto adequada: 50  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. IP: IN IP20 / OUT IP65. Equipamento incluído: No. Potência total: 8.",9405199090,"Alumínio, Vidro","Cromado, Transparente",,90,50,,,Não,"NA EPREL",50,"Discontinuo PT",2023,"0,29","14,5","0,25","0,001","0,05",105,105,65,,,,,,,,,,,,,,,,8,,,,,,,"IN IP20 / OUT IP65",,https://files.ledsc4.com/main-photo/DE-0128-CRO,,,,,,https://files.ledsc4.com/imc/DE-0128-CRO.html,,https://files.ledsc4.com/fm/DE-0128-CRO.html,,,,https://files.ledsc4.com/ies/DE-0128-CRO.html,https://files.ledsc4.com/ldt/DE-0128-CRO.html,,RETILAP-DOWNLIGHT,FX-INC-II,,,,
DE-0132-BLA,V0,Sim,"Encastrados de teto",8445386487298,LAB,Forlight,"19,65",3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0132-BLA.html,"ENCASTRADOS DE TETO LAB GU10 8W BRANCO","LedsC4 LAB DE-0132-BLA  Encastrados de teto de uso interior  Material da estrutura: Aço. Acabamento estrutura: Branco. Material do difusor: Vidro. Acabamento difusor: Transparente. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.36 Largura ou diâmetro do produto (mm): 90 Altura do produto (mm): 105 Ø do orifício de encastrar (mm): 70 Espessura de teto adequada: 55  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. IP: IN IP20 / OUT IP65. Equipamento incluído: No. Potência total: 8. Fator de potência: NULL.",9405199090,"Aço, Vidro","Branco, Transparente",,90,105,,,Não,"NA EPREL",50,"Discontinuo PT",2023,"0,42",21,"0,36","0,002","0,1",130,105,135,,,,,,,,,,,,,,,,8,,,,,,,"IN IP20 / OUT IP65",,https://files.ledsc4.com/main-photo/DE-0132-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0132-BLA,,,,,https://files.ledsc4.com/imc/DE-0132-BLA.html,,https://files.ledsc4.com/fm/DE-0132-BLA.html,,,,https://files.ledsc4.com/ies/DE-0132-BLA.html,https://files.ledsc4.com/ldt/DE-0132-BLA.html,,RETILAP-DOWNLIGHT,FX-INC-II,,,,
TC-1900-NEG,V0,Sim,Estrutura,8445386485409,"Mix Frame Ø81mm",Forlight,"3,7",3,,https://files.ledsc4.com/ft2/pt/TC-1900-NEG.html,"ESTRUTURA MIX FRAME Ø81MM ALUMÍNIO PRETO IP20","LedsC4 Mix Frame Ø81mm TC-1900-NEG  Estrutura de uso interior para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Preto. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.04 Largura ou diâmetro do produto (mm): 81 Altura do produto (mm): 35 Ø do orifício de encastrar (mm): 70 Espessura de teto adequada: 0-20  IP: IP20.",9405990090,Alumínio,Preto,,81,35,,,Não,"NA EPREL",100,"Discontinuo PT",2023,"0,07",7,"0,04","0,001","0,1",90,90,50,,,,,,,,,,,,,,,,,,,,,,,IP20,,https://files.ledsc4.com/main-photo/TC-1900-NEG,,,,https://files.ledsc4.com/detail-photo/1/TC-1900-NEG,https://files.ledsc4.com/detail-photo/2/TC-1900-NEG,https://files.ledsc4.com/imc/TC-1900-NEG.html,,,https://files.ledsc4.com/pl/TC-1900-NEG.html,https://files.ledsc4.com/ft3/pt/TC-1900-NEG.html,,,,,,NA-Accessory,,,,
TC-1901-NEG,V0,Sim,Estrutura,8445386485423,"Mix Frame Ø95mm",Forlight,"10,1",3,,https://files.ledsc4.com/ft2/pt/TC-1901-NEG.html,"ESTRUTURA MIX FRAME Ø95MM ALUMÍNIO PRETO IP20","LedsC4 Mix Frame Ø95mm TC-1901-NEG  Estrutura de uso interior para iluminar para baixo.  Fonte de luz orientável. Material da estrutura: Alumínio. Acabamento estrutura: Preto. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.09 Largura ou diâmetro do produto (mm): 95 Altura do produto (mm): 34 Ø do orifício de encastrar (mm): 80 Espessura de teto adequada: 0-20  IP: IP20.",9405990090,Alumínio,Preto,,95,34,,,Não,"NA EPREL",100,"Discontinuo PT",2023,"0,12",12,"0,09","0,001","0,1",100,100,50,,,,,,,,,,,,,,,,,,,,,,,IP20,,https://files.ledsc4.com/main-photo/TC-1901-NEG,,,,https://files.ledsc4.com/detail-photo/1/TC-1901-NEG,https://files.ledsc4.com/detail-photo/2/TC-1901-NEG,https://files.ledsc4.com/imc/TC-1901-NEG.html,,,,https://files.ledsc4.com/ft3/pt/TC-1901-NEG.html,,,,,,NA-Accessory,,,,
TC-0118-BLA,V0,Sim,"Encastrados de teto",8445386638782,"Jim 1 LED",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/TC-0118-BLA.html,"ENCASTRADOS DE TETO JIM 1 LED LED 2.3W 3000K ON-OFF BRANCO IN IP20 / OUT IP54 17","LedsC4 Jim 1 LED TC-0118-BLA  Encastrados de teto de uso interior  Material da estrutura: Alumínio. Acabamento estrutura: Branco. Material do difusor: Policarbonato. Acabamento difusor: Matizado. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.09 Largura ou diâmetro do produto (mm): 44 Altura do produto (mm): 44 Saída do produto (mm): 40 Ø do orifício de encastrar (mm): 38x38 Espessura de teto adequada: 0-25  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. IP: IN IP20 / OUT IP54. LED. N.º de casquilhos ou LED: 1. Marca do LED: OSRAM. Potência máxima da fonte de luz: 1.5W. Temperatura de cor: 3000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 7.5. Risco fotobiológico: RG2. % de Flickering: &lt;5%. Fluxo real (lm): 139. Fluxo nominal (lm): 170. Lm/W reais: 60. Intervalo de tensão / frequência: 220-240V/ 50-60Hz. Tensão: 2.9. Equipamento incluído: Sim. Potência total: 2.3. Fator de potência: 0.51. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Policarbonato","Branco, Matizado",,44,44,40,"1xLED 1.5 170 lm",Sim,E,100,"Descatalogado PT",2023,"0,12",12,"0,09","0,001","0,1",80,65,70,,,,,,,,,,,,,,,,"2,3",170,139,3000K,80,MEDIUM,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0118-BLA,https://files.ledsc4.com/ambience-photo/1/TC-0118-BLA,,,,,https://files.ledsc4.com/imc/TC-0118-BLA.html,https://files.ledsc4.com/el/TC-0118-BLA.html,https://files.ledsc4.com/fm/TC-0118-BLA.html,,,,https://files.ledsc4.com/ies/TC-0118-BLA.html,https://files.ledsc4.com/ldt/TC-0118-BLA.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
TC-0121-BLA,V0,Sim,"Encastrados de teto",8445386638812,"Jim 4 LEDS",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/TC-0121-BLA.html,"ENCASTRADOS DE TETO JIM 4 LEDS LED 10.3W 3000K ON-OFF BRANCO IN IP20 / OUT IP54 ","LedsC4 Jim 4 LEDS TC-0121-BLA  Encastrados de teto de uso interior  Material da estrutura: Alumínio. Acabamento estrutura: Branco. Material do difusor: Policarbonato. Acabamento difusor: Matizado. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.26 Largura ou diâmetro do produto (mm): 45 Altura do produto (mm): 147 Saída do produto (mm): 49 Ø do orifício de encastrar (mm): 38x140 Espessura de teto adequada: 0-30  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. IP: IN IP20 / OUT IP54. LED. N.º de casquilhos ou LED: 1. Marca do LED: OSRAM. Potência máxima da fonte de luz: 9W. Temperatura de cor: 3000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 13.7. Risco fotobiológico: RG2. % de Flickering: &lt;5%. Fluxo real (lm): 555. Fluxo nominal (lm): 850. Lm/W reais: 54. Intervalo de tensão / frequência: 220-240/50-60Hz. Tensão: 2.9. Equipamento incluído: Sim. Potência total: 10.3. Fator de potência: 0.60. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Policarbonato","Branco, Matizado",,45,147,49,"1xLED 9 850 lm",Sim,F,50,"Descatalogado PT",2023,"0,33","16,5","0,26","0,001","0,05",170,65,90,,,,,,,,,,,,,,,,"10,3",850,555,3000K,80,MEDIUM,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0121-BLA,https://files.ledsc4.com/ambience-photo/1/TC-0121-BLA,,,,,https://files.ledsc4.com/imc/TC-0121-BLA.html,https://files.ledsc4.com/el/TC-0121-BLA.html,https://files.ledsc4.com/fm/TC-0121-BLA.html,,,,https://files.ledsc4.com/ies/TC-0121-BLA.html,https://files.ledsc4.com/ldt/TC-0121-BLA.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
PX-0568-BLA,V0,Não,"Superfície de Parede",8445386686127,MOO,Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/PX-0568-BLA.html,"SUPERFÍCIE DE PAREDE IP54 MOO LED 17W SW 3000-4000-6000K ON-OFF BRANCO 2130","LedsC4 MOO PX-0568-BLA  Superfície de Parede de uso exterior  Material da estrutura: ABS. Acabamento estrutura: Branco. Material do difusor: Plástico. Acabamento difusor: Matizado. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.35 Largura ou diâmetro do produto (mm): 210 Altura do produto (mm): 75  Classe 2. IP: IP54. IK: IK09. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 17W. Temperatura de cor: SW 3000-4000-6000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 21.9. Risco fotobiológico: RG1. Fluxo real (lm): 1415. Fluxo nominal (lm): 2130. Lm/W reais: 83. Intervalo de tensão / frequência: 220-240/50-60Hz. Tensão: 18. Temperatura de cor: SW 3000-4000-6000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 21.9. Risco fotobiológico: RG1. Fluxo real (lm): 1415. Fluxo nominal (lm): 2130. Lm/W reais: 83. Tensão: 18. Equipamento incluído: Sim. Potência total: 17. Fator de potência: 0.77. Equipamento regulável incluído: ON-OFF.",9405114090,"ABS, Plástico","Branco, Matizado",,210,75,,"1xLED 17 2130 lm",Sim,E,24,"Descatalogado PT",2024,"0,51","12,24","0,35","0,005","0,12",220,90,220,,,,,,,,,,,,,,,,17,2130,1415,"SW 3000-4000-6000K",80,SPOT,ON-OFF,IP54,IK09,https://files.ledsc4.com/main-photo/PX-0568-BLA,https://files.ledsc4.com/ambience-photo/1/PX-0568-BLA,https://files.ledsc4.com/ambience-photo/2/PX-0568-BLA,https://files.ledsc4.com/ambience-photo/3/PX-0568-BLA,https://files.ledsc4.com/detail-photo/1/PX-0568-BLA,https://files.ledsc4.com/detail-photo/2/PX-0568-BLA,https://files.ledsc4.com/imc/PX-0568-BLA.html,https://files.ledsc4.com/el/PX-0568-BLA.html,https://files.ledsc4.com/fm/PX-0568-BLA.html,,,,https://files.ledsc4.com/ies/PX-0568-BLA.html,https://files.ledsc4.com/ldt/PX-0568-BLA.html,,,,,,,
TC-0070-NEG,V0,Sim,Módulo,8445386687643,"Mix Module LED CCT 6,2W",Forlight,31,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/TC-0070-NEG.html,"MÓDULO MIX MODULE LED CCT 6,2W 6.2W SW 3000-4000-5000K CRI 80 ON-OFF PRETO 900","LedsC4 Mix Module LED CCT 6,2W TC-0070-NEG  Módulo de uso interior para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Preto. Material do difusor: Vidro. Acabamento difusor: Transparente. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.17 Largura ou diâmetro do produto (mm): 58 Altura do produto (mm): 57  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 5.1W. Temperatura de cor: SW 3000-4000-5000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 20.4. Risco fotobiológico: RG1. Fluxo real (lm): 546. Fluxo nominal (lm): 900. Lm/W reais: 88. Intervalo de tensão / frequência: 100-240/50-60Hz. Tensão: 36. Equipamento incluído: Sim. Potência total: 6.2. Fator de potência: 0.43. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Vidro","Preto, Transparente",,58,57,,"1xLED 5.1 900 lm",Sim,F,16,"Discontinuo PT",,"0,21","3,36","0,17","0,001","0,016",100,65,85,,,,,,,,,,,,,,,,"6,2",900,546,"SW 3000-4000-5000K",80,"FLOOD + HONEYCOMB",ON-OFF,,,https://files.ledsc4.com/main-photo/TC-0070-NEG,,,,,,https://files.ledsc4.com/imc/TC-0070-NEG.html,https://files.ledsc4.com/el/TC-0070-NEG.html,https://files.ledsc4.com/fm/TC-0070-NEG.html,,https://files.ledsc4.com/ft3/pt/TC-0070-NEG.html,,https://files.ledsc4.com/ies/TC-0070-NEG.html,https://files.ledsc4.com/ldt/TC-0070-NEG.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
