Referenz,Version,Vorbestimmt,Typ,EAN13,Familie,Katalog,Nationaltarif,Garantie,"Etiqueta V/f","Full de dades",Beschreibung,masterfile.tender_text,masterfile.codi_duaner,Material,Fertig,Lang,Breite,Höhe,Projektion,Lichtquelle,"Eine Glühbirne einschließen",Energieeffizienz,"Masterbox Einheiten","Produkt aus dem Katalog entfernt",Produktstart,"Verpacktes Gewicht (kg)","Weight master box","Pes net (Kg)","Volumen Einheit (m3)","Volume Master box (m3)","Length Box 1","Kastenbreite 1","Höhenkiste 1","Length Box 2","Kastenbreite 2","Höhenkiste 2","Length Box 3","Kastenbreite 3","Höhenkiste 3","Length MB 1","Breitbahn 1","Höhe MB 1","Length MB 2","Breitbahn 2","Höhe MB 2","Length MB 3","Breitbahn 3","Höhe MB 3","Watts (W)","Lumens (lm)","Real Lumens (lm)","Temperatur de color LED (K)",CRI,Lichtstrahl,Regulierungstyp,IP,IK,"Web Bild","Umgebungsbild 1","Umgebungsbild 2","Umgebungsbild 3","Detailbild 1","Detailbild 2",IMC,EE,Fotometrie,masterfile.ploma_comercial,Zubehör,3D,masterfile.ies,masterfile.ldt,Kenia-Code,"RETILAP Codi","Marroc Codi","Landeskodex 4","Landeskodex 5","Landeskode 6",Model
05-2838-21-21,V0,Nein,Leselicht,8435381453220,"Book Round Surface",Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/05-2838-21-21.html,"LESELICHT BOOK ROUND SURFACE LED 3000K CHROM 28LM","LedsC4 Book Round Surface 05-2838-21-21  Leselicht für den Innenbereich   Optimales Preis/Leistungsverhältnis. Optimaler visueller Komfort. Leichte Installation. Lange Haltbarkeit bei intensiver Nutzung. Material Körper: Stahl, Aluminium. Oberfläche Körper: Chrom. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 0.22 Produktlänge (mm): 340 Breite oder Durchmesser des Produkts (mm): 90 Gewicht in kg (verpackt): 0.6  Klasse 1. IP: IP20. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Maximale Leistung der Lichtquelle: 1W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. UGR:  13.0. Photobiologisches Risiko: RG2. Lichtstrom (lm): 28. Nominaler Lichtstrom (lm): 94. Reale Lm/W: 28. Spannung: 3. Netzteil inklusive: Ja. Multivoltage-Netzteil inklusive.",9405119090,"Stahl, Aluminium",Chrom,340,90,,,"1xLED 1 94.00 lm",Ja,G,6,"Eingestellt DE",2011,"0,6","3,6","0,22","0,007","0,042",260,120,180,,,,,,,,,,,,,,,,,"94,00",28,3000K,80,"Check Photometric file",,IP20,,https://files.ledsc4.com/main-photo/05-2838-21-21,,,,,,https://files.ledsc4.com/imc/05-2838-21-21.html,https://files.ledsc4.com/el/05-2838-21-21.html,https://files.ledsc4.com/fm/05-2838-21-21.html,https://files.ledsc4.com/pl/05-2838-21-21.html,,https://files.ledsc4.com/3d/05-2838-21-21.html,https://files.ledsc4.com/ies/05-2838-21-21.html,https://files.ledsc4.com/ldt/05-2838-21-21.html,,,FX-LED-I,,,,"Book Model 4"
05-2845-21-21,V0,Ja,Leselicht,8435111066362,"Book Rectangular Surface",Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/05-2845-21-21.html,"LESELICHT BOOK RECTANGULAR SURFACE LED 3W 3000K CHROM 125LM","LedsC4 Book Rectangular Surface 05-2845-21-21  Leselicht für den Innenbereich   Optimales Preis/Leistungsverhältnis. Optimaler visueller Komfort. Leichte Installation. Lange Haltbarkeit bei intensiver Nutzung. Material Körper: Stahl, Aluminium. Oberfläche Körper: Chrom. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 0.59 Breite oder Durchmesser des Produkts (mm): 65 Produkthöhe (mm): Min 205 Max 445 Ausgang des Produktes (mm): Min 40 Max 230 Gewicht in kg (verpackt): 0.76  Klasse 1. IP: IP20. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Maximale Leistung der Lichtquelle: 3W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. UGR:  19.7. Photobiologisches Risiko: RG2. Lichtstrom (lm): 125. Nominaler Lichtstrom (lm): 182. Reale Lm/W: 42. Spannung: 3. Netzteil inklusive: Ja. Multivoltage-Netzteil inklusive. Gesamtleistung: 3.",9405119090,"Stahl, Aluminium",Chrom,,65,"Min 205 Max 445","Min 40 Max 230","1xLED 3 182.00 lm",Ja,E,6,"Eingestellt DE",2011,"0,76","4,56","0,59","0,004","0,024",260,65,185,,,,,,,,,,,,,,,,3,"182,00",125,3000K,80,MEDIUM,,IP20,,https://files.ledsc4.com/main-photo/05-2845-21-21,https://files.ledsc4.com/ambience-photo/1/05-2845-21-21,https://files.ledsc4.com/ambience-photo/2/05-2845-21-21,,https://files.ledsc4.com/detail-photo/1/05-2845-21-21,https://files.ledsc4.com/detail-photo/2/05-2845-21-21,https://files.ledsc4.com/imc/05-2845-21-21.html,https://files.ledsc4.com/el/05-2845-21-21.html,https://files.ledsc4.com/fm/05-2845-21-21.html,https://files.ledsc4.com/pl/05-2845-21-21.html,,https://files.ledsc4.com/3d/05-2845-21-21.html,https://files.ledsc4.com/ies/05-2845-21-21.html,https://files.ledsc4.com/ldt/05-2845-21-21.html,,RETILAP-DECORATIVE,FX-LED-I,,,,"Book Model 2"
DM-0061-N3-00,V0,Nein,Deckeneinbauleuchten,8435381496159,"Multidir One LED 180mm Trim",Architectural,,3,"12V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/DM-0061-N3-00.html,"DECKENEINBAULEUCHTEN MULTIDIR ONE LED 180MM TRIM G53 100W GRAU IP23","LedsC4 Multidir One LED 180mm Trim DM-0061-N3-00  Deckeneinbauleuchten für den Innenbereich   Vielseitig ausrichtbares Kardansystem. Schwenkbare Lichtquelle. Material Körper: Stahl, Aluminium. Oberfläche Körper: Grau. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 0.96 Produktlänge (mm): 180 Breite oder Durchmesser des Produkts (mm): 180 Produkthöhe (mm): 135 Durchmesser des Einbaulochs (mm): 160x160 Zulässige Stärke der Decke: 0-25 Gewicht in kg (verpackt): 1.27  Klasse 3. Glühdrahtprüfung: 850. IP: IP23. Gesamtleistung: 100.",9405199090,"Stahl, Aluminium",Grau,180,180,135,,,Nein,"NA EPREL",6,"Eingestellt DE",2011,"1,27","7,62","0,96","0,01","0,06",240,225,150,,,,,,,470,265,470,,,,,,,100,,,,,,,IP23,,https://files.ledsc4.com/main-photo/DM-0061-N3-00,https://files.ledsc4.com/ambience-photo/1/DM-0061-N3-00,,,,,https://files.ledsc4.com/imc/DM-0061-N3-00.html,,,https://files.ledsc4.com/pl/DM-0061-N3-00.html,,https://files.ledsc4.com/3d/DM-0061-N3-00.html,,,,,DW-LED-III,,,,"Multidir One LED 180mm Trim"
DM-0082-14-00,V0,Nein,Deckeneinbauleuchten,8435381496203,"Multidir Double LED 299mm Trimless",Architectural,,3,"12V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/DM-0082-14-00.html,"DECKENEINBAULEUCHTEN MULTIDIR DOUBLE LED 299MM TRIMLESS G53 200W 39.9º WEISS IP","LedsC4 Multidir Double LED 299mm Trimless DM-0082-14-00  Deckeneinbauleuchten für den Innenbereich   Vielseitig ausrichtbares Kardansystem. Schwenkbare Lichtquelle. Material Körper: Stahl, Aluminium. Oberfläche Körper: Weiß. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 2.58 Produktlänge (mm): 299 Breite oder Durchmesser des Produkts (mm): 155 Produkthöhe (mm): 135 Durchmesser des Einbaulochs (mm): 300x156 Zulässige Stärke der Decke: 0-25 Gewicht in kg (verpackt): 3.09  Klasse 3. IP: IP23. Gesamtleistung: 200.",9405199090,"Stahl, Aluminium",Weiß,299,155,135,,,Nein,"NA EPREL",4,"Eingestellt DE",2011,"3,09","12,36","2,58","0,025","0,1",390,200,275,,,,,,,420,410,575,,,,,,,200,,978,,,"EXTRA MEDIUM",,IP23,,https://files.ledsc4.com/main-photo/DM-0082-14-00,,,,,,https://files.ledsc4.com/imc/DM-0082-14-00.html,,https://files.ledsc4.com/fm/DM-0082-14-00.html,https://files.ledsc4.com/pl/DM-0082-14-00.html,,https://files.ledsc4.com/3d/DM-0082-14-00.html,https://files.ledsc4.com/ies/DM-0082-14-00.html,https://files.ledsc4.com/ldt/DM-0082-14-00.html,,,DW-LED-III,,,,"Multidir Double LED 299mm Trimless"
DM-0082-60-00,V0,Nein,Deckeneinbauleuchten,8435526801091,"Multidir Double LED 299mm Trimless",Architectural,,3,"12V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/DM-0082-60-00.html,"DECKENEINBAULEUCHTEN MULTIDIR DOUBLE LED 299MM TRIMLESS G53 200W SCHWARZ IP23","LedsC4 Multidir Double LED 299mm Trimless DM-0082-60-00  Deckeneinbauleuchten für den Innenbereich   Vielseitig ausrichtbares Kardansystem. Schwenkbare Lichtquelle. Material Körper: Stahl, Aluminium. Oberfläche Körper: Schwarz. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 2.58 Produktlänge (mm): 299 Breite oder Durchmesser des Produkts (mm): 155 Produkthöhe (mm): 135 Durchmesser des Einbaulochs (mm): 300x156 Zulässige Stärke der Decke: 0-25 Gewicht in kg (verpackt): 3.09  Klasse 3. IP: IP23. Gesamtleistung: 200.",9405199090,"Stahl, Aluminium",Schwarz,299,155,135,,,Nein,,4,"Eingestellt DE",2011,"3,09","12,36","2,58","0,025","0,1",390,200,275,,,,,,,420,410,575,,,,,,,200,,,,,,,IP23,,https://files.ledsc4.com/main-photo/DM-0082-60-00,,,,,,https://files.ledsc4.com/imc/DM-0082-60-00.html,,,https://files.ledsc4.com/pl/DM-0082-60-00.html,,https://files.ledsc4.com/3d/DM-0082-60-00.html,,,,,DW-LED-III,,,,"Multidir Double LED 299mm Trimless"
ACT-9105-60-00,V0,Ja,Zubehör,8435111095928,"Kit Ceiling Surface",Architectural,,3,,https://files.ledsc4.com/ft2/de/ACT-9105-60-00.html,"MONTIERUNGSSATZ AUFPUTZ OHNE SCHIENE SCHWARZ","LedsC4 Kit Ceiling Surface ACT-9105-60-00  Zubehör für den Innenbereich  Material Körper: ABS. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 0.09 Gewicht in kg (verpackt): 0.0.",9405990090,ABS,,,,,,,Nein,"NA EPREL",1,"Eingestellt DE",2011,"0,09","0,09","0,09","0,001","0,001",100,100,32,,,,,,,,,,,,,,,,,,,,,,,,,https://files.ledsc4.com/main-photo/ACT-9105-60-00,,,,,,https://files.ledsc4.com/imc/ACT-9105-60-00.html,,,https://files.ledsc4.com/pl/ACT-9105-60-00.html,,,,,,,NA-Accessory,,,,
ACT-9106-14-00,V0,Ja,Zubehör,8435111095942,ACCESSORY,Architectural,,5,,https://files.ledsc4.com/ft2/de/ACT-9106-14-00.html,"GEHÄUSE ZUM EINBAU","LedsC4 ACCESSORY ACT-9106-14-00  Zubehör für den Innenbereich  Material Körper: ABS. Garantie: 5 Jahre.  Nettogewicht des Produkts (Kg): 0.1 Durchmesser des Einbaulochs (mm): 105x114 Zulässige Stärke der Decke: 0-30 Gewicht in kg (verpackt): 0..",9405990090,ABS,,,,,,,Nein,"NA EPREL",1,"Inactivo DE",,"0,1","0,1","0,1","0,001","0,001",130,130,60,,,,,,,,,,,,,,,,,,,,,,,,,https://files.ledsc4.com/main-photo/ACT-9106-14-00,,,,,,https://files.ledsc4.com/imc/ACT-9106-14-00.html,,,https://files.ledsc4.com/pl/ACT-9106-14-00.html,,,,,,,NA-Accessory,,,,
ACT-9106-60-00,V0,Ja,Zubehör,8435111095959,ACCESSORY,Architectural,,5,,https://files.ledsc4.com/ft2/de/ACT-9106-60-00.html,"GEHÄUSE ZUM EINBAU","LedsC4 ACCESSORY ACT-9106-60-00  Zubehör für den Innenbereich  Material Körper: ABS. Garantie: 5 Jahre.  Nettogewicht des Produkts (Kg): 0.1 Gewicht in kg (verpackt): 0..",9405990090,ABS,,,,,,,Nein,"NA EPREL",1,"Inactivo DE",,"0,1","0,1","0,1","0,001","0,001",130,130,60,,,,,,,,,,,,,,,,,,,,,,,,,https://files.ledsc4.com/main-photo/ACT-9106-60-00,,,,,,https://files.ledsc4.com/imc/ACT-9106-60-00.html,,,https://files.ledsc4.com/pl/ACT-9106-60-00.html,,,,,,,NA-Accessory,,,,
71-3454-54-M2,V0,Ja,Profil,8435111079386,"Lineal Surfaced A",Architectural,"54,3",5,,https://files.ledsc4.com/ft2/de/71-3454-54-M2.html,"PROFIL LINEAL SURFACED A IP20 ALUMINIUM","LedsC4 Lineal Surfaced A 71-3454-54-M2  Profil für den Innenbereich   Einschl. Befestigungsklammern, Deckel und Diffusor. Sehr homogener Diffusor ohne Schatten oder Flecken. Material Körper: Aluminium. Oberfläche Körper: Eloxiertes Aluminium. Material Diffusor: PMMA. Oberfläche Diffusor: Durchsichtig. Garantie: 5 Jahre.  Nettogewicht des Produkts (Kg): 0.57 Produktlänge (mm): 2000 Breite oder Durchmesser des Produkts (mm): 25 Produkthöhe (mm): 19,5 Gewicht in kg (verpackt): 1.05  IP: IP20.",9405990090,"Aluminium, PMMA","Eloxiertes Aluminium, Durchsichtig",2000,25,"19,5",,,Nein,"NA EPREL",20,"Auslauf DE",2011,"1,05",21,"0,57","0,004","0,08",2025,40,40,,,,,,,2045,230,180,,,,,,,,,,,,,,IP20,,https://files.ledsc4.com/main-photo/71-3454-54-M2,https://files.ledsc4.com/ambience-photo/1/71-3454-54-M2,https://files.ledsc4.com/ambience-photo/2/71-3454-54-M2,https://files.ledsc4.com/ambience-photo/3/71-3454-54-M2,,,https://files.ledsc4.com/imc/71-3454-54-M2.html,,https://files.ledsc4.com/fm/71-3454-54-M2.html,https://files.ledsc4.com/pl/71-3454-54-M2.html,https://files.ledsc4.com/ft3/de/71-3454-54-M2.html,https://files.ledsc4.com/3d/71-3454-54-M2.html,https://files.ledsc4.com/ies/71-3454-54-M2.html,https://files.ledsc4.com/ldt/71-3454-54-M2.html,,,NA-Accessory,,,,"Lineal Surface A"
10-4409-21-12,V0,Ja,Tischleuchten,8435111083253,Emy,Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/10-4409-21-12.html,"TISCHLEUCHTEN EMY E14 9W CHROM 403LM","LedsC4 Emy 10-4409-21-12  Tischleuchten für den Innenbereich  Das optische Modul kann leicht um 360° geschwenkt werden. Material Körper: Aluminium. Oberfläche Körper: Chrom. Material Diffusor: Polycarbonat. Oberfläche Diffusor: Rauchgrau, Opal. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 4.18 Breite oder Durchmesser des Produkts (mm): 205 Produkthöhe (mm): Min 540 Max 570 Ausgang des Produktes (mm): Min 260 Max 340 Gewicht in kg (verpackt): 5.18  Klasse 1. IP: IP20. Gesamtleistung: 9.",9405299090,"Aluminium, Polycarbonat","Chrom, Rauchgrau, Opal",,205,"Min 540 Max 570","Min 260 Max 340",,Nein,"NA EPREL",1,"Eingestellt DE",2014,"5,18","5,18","4,19","0,05308","0,05308",300,250,625,270,270,85,,,,,,,,,,,,,9,,403,,,"Check Photometric file",,IP20,,https://files.ledsc4.com/main-photo/10-4409-21-12,https://files.ledsc4.com/ambience-photo/1/10-4409-21-12,,,https://files.ledsc4.com/detail-photo/1/10-4409-21-12,https://files.ledsc4.com/detail-photo/2/10-4409-21-12,https://files.ledsc4.com/imc/10-4409-21-12.html,,https://files.ledsc4.com/fm/10-4409-21-12.html,https://files.ledsc4.com/pl/10-4409-21-12.html,,https://files.ledsc4.com/3d/10-4409-21-12.html,https://files.ledsc4.com/ies/10-4409-21-12.html,https://files.ledsc4.com/ldt/10-4409-21-12.html,,RETILAP-DECORATIVE,PR-INC-I,,,,
05-4695-81-82,V0,Ja,Wandaufbaubauleuchte,8435111086643,Torino,Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/05-4695-81-82.html,"WANDLEUCHTE TORINO E27 60 NICKEL SEIDENMATT. SCHIRM NICHT INKLUSIVE.","LedsC4 Torino 05-4695-81-82  Wandaufbaubauleuchte für den Innenbereich   Design von Nahtrang. Zeitloses Design. Vielseitig anpassbar: Zubehör, Verarbeitung… Qualitativ hochwertiges Finish. Optimales Preis/Leistungsverhältnis. Leichte Installation. Vollständige Kollektion mit ergänzenden Produkten. Lange Haltbarkeit bei intensiver Nutzung. Schwenkbare Lichtquelle. Material Körper: Stahl. Oberfläche Körper: Nickel seidenmatt. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 0.58 Breite oder Durchmesser des Produkts (mm): 140 Produkthöhe (mm): 239 Ausgang des Produktes (mm): 249 Gewicht in kg (verpackt): 1.03  Klasse 1. Glühdrahtprüfung: 850. IP: IP20. E27. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Maximale Leistung der Lichtquelle: 15W. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. Photobiologisches Risiko: RG2. Nominaler Lichtstrom (lm): 182. Spannung: 3. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 3W. Lebensdauer in Stunden: 50.000h L80B20. Nominaler Lichtstrom (lm): 182. Spannungs-/Frequenzbereich: 100-240/50-60Hz. Netzteil inklusive: Ja. Multivoltage-Netzteil inklusive. Gesamtleistung: 18.3.",9405119090,Stahl,"Nickel seidenmatt",,140,239,249,"1xE27 15 182.00 lm",Ja,E,8,"Eingestellt DE",2011,"1,03","8,24","0,58","0,01","0,08",265,190,170,,,,,,,730,390,285,,,,,,,"18,3","182,00",,,80,,,IP20,,https://files.ledsc4.com/main-photo/05-4695-81-82,,,,,,https://files.ledsc4.com/imc/05-4695-81-82.html,https://files.ledsc4.com/el/05-4695-81-82.html,https://files.ledsc4.com/fm/05-4695-81-82.html,https://files.ledsc4.com/pl/05-4695-81-82.html,https://files.ledsc4.com/ft3/de/05-4695-81-82.html,https://files.ledsc4.com/3d/05-4695-81-82.html,https://files.ledsc4.com/ies/05-4695-81-82.html,https://files.ledsc4.com/ldt/05-4695-81-82.html,,RETILAP-DECORATIVE,FX-INC-I,,,,
05-4695-Y2-82,V0,Ja,Wandaufbaubauleuchte,8435111086650,Torino,Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/05-4695-Y2-82.html,"WANDLEUCHTE TORINO E27 60 BRAUN. SCHIRM NICHT INKLUSIVE.","LedsC4 Torino 05-4695-Y2-82  Wandaufbaubauleuchte für den Innenbereich   Design von Nahtrang. Zeitloses Design. Vielseitig anpassbar: Zubehör, Verarbeitung… Qualitativ hochwertiges Finish. Optimales Preis/Leistungsverhältnis. Leichte Installation. Vollständige Kollektion mit ergänzenden Produkten. Lange Haltbarkeit bei intensiver Nutzung. Schwenkbare Lichtquelle. Material Körper: Stahl. Oberfläche Körper: Marrón envejecido. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 0.58 Breite oder Durchmesser des Produkts (mm): 140 Produkthöhe (mm): 239 Ausgang des Produktes (mm): 249 Gewicht in kg (verpackt): 1.03  Klasse 1. Glühdrahtprüfung: 850. IP: IP20. E27. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 15W. Lebensdauer in Stunden: 50.000h L80B20. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Maximale Leistung der Lichtquelle: 3W. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. Photobiologisches Risiko: RG2. Spannungs-/Frequenzbereich: 100-240/50-60Hz. Spannung: 3. Netzteil inklusive: Ja. Multivoltage-Netzteil inklusive. Gesamtleistung: 18.3.",9405119090,Stahl,"Marrón envejecido",,140,239,249,,Ja,,8,"Eingestellt DE",2011,"1,03","8,24","0,58","0,01","0,08",265,190,170,,,,,,,730,390,285,,,,,,,"18,3",,,,,,,IP20,,https://files.ledsc4.com/main-photo/05-4695-Y2-82,https://files.ledsc4.com/ambience-photo/1/05-4695-Y2-82,,,,,https://files.ledsc4.com/imc/05-4695-Y2-82.html,,,https://files.ledsc4.com/pl/05-4695-Y2-82.html,https://files.ledsc4.com/ft3/de/05-4695-Y2-82.html,https://files.ledsc4.com/3d/05-4695-Y2-82.html,,,,RETILAP-DECORATIVE,FX-INC-I,,,,
30-4398-J7-J7,V0,Nein,Ventilator,8435111082614,"Phuket ø1320mm",Forlight,"311,1",5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/30-4398-J7-J7.html,"VENTILATOR PHUKET Ø1320MM KUPFERROT-BRAUN BRAUN","LedsC4 Phuket ø1320mm 30-4398-J7-J7  Ventilator für den Innenbereich    Material Körper: Stahl. Oberfläche Körper: Kupferrot-Braun. Material Rotorblätter: ABS. Oberfläche Rotorblätter: Braun. Garantie: 5 Jahre.  Nettogewicht des Produkts (Kg): 8.36 Breite oder Durchmesser des Produkts (mm): 1320 Produkthöhe (mm): 330 Gewicht in kg (verpackt): 9.48  Klasse 1. IP: IP23. Netzteil inklusive: Nein.",8414510090,Stahl,Kupferrot-Braun,,1320,330,,,Nein,"NA EPREL",1,"Auslauf DE",2014,"9,48","9,48","8,36","0,064","0,064",590,340,320,,,,,,,,,,,,,,,,,,,,,,,IP23,,https://files.ledsc4.com/main-photo/30-4398-J7-J7,https://files.ledsc4.com/ambience-photo/1/30-4398-J7-J7,https://files.ledsc4.com/ambience-photo/2/30-4398-J7-J7,https://files.ledsc4.com/ambience-photo/3/30-4398-J7-J7,https://files.ledsc4.com/detail-photo/1/30-4398-J7-J7,,https://files.ledsc4.com/imc/30-4398-J7-J7.html,,,https://files.ledsc4.com/pl/30-4398-J7-J7.html,https://files.ledsc4.com/ft3/de/30-4398-J7-J7.html,https://files.ledsc4.com/3d/30-4398-J7-J7.html,,,,,NA-Accessory,,,,
15-0074-14-05,V0,Ja,Deckenaufbauleuchte,8435111088166,"Pipe Double",Decorative,"65,51",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/15-0074-14-05.html,"DECKENAUFBAULEUCHTE PIPE DOUBLE GU10 16W WEISS 605LM","LedsC4 Pipe Double 15-0074-14-05  Deckenaufbauleuchte für den Innenbereich   Ideale Verbindung von Technik und Dekor. Minimalistisches Design. Sehr vielseitig. Zahlreiche Installationsmöglichkeiten. Vielseitig anpassbar: Zubehör, Verarbeitung… Optimales Preis/Leistungsverhältnis. Optimaler visueller Komfort. Doppelte Installation Einbau/Anbau. Leichte Installation. Vollständige Kollektion mit ergänzenden Produkten. Lange Haltbarkeit bei intensiver Nutzung. Schwenkbare Lichtquelle. Material Körper: Aluminium, Stahl. Oberfläche Körper: Weiß. Garantie: 5 Jahre.  Nettogewicht des Produkts (Kg): 0.82 Produktlänge (mm): 204 Breite oder Durchmesser des Produkts (mm): 68 Produkthöhe (mm): 140 Gewicht in kg (verpackt): 1.12  Klasse 1. Glühdrahtprüfung: 850. IP: IP23. Gesamtleistung: 16.",9405199090,"Aluminium, Stahl",Weiß,204,68,140,,,Nein,"NA EPREL",6,"Auslauf DE",2012,"1,12","6,72","0,82","0,005","0,03",240,180,85,,,,,,,380,290,270,,,,,,,16,,605,,,MEDIUM,,IP23,,https://files.ledsc4.com/main-photo/15-0074-14-05,https://files.ledsc4.com/ambience-photo/1/15-0074-14-05,,,,,https://files.ledsc4.com/imc/15-0074-14-05.html,,https://files.ledsc4.com/fm/15-0074-14-05.html,https://files.ledsc4.com/pl/15-0074-14-05.html,https://files.ledsc4.com/ft3/de/15-0074-14-05.html,https://files.ledsc4.com/3d/15-0074-14-05.html,https://files.ledsc4.com/ies/15-0074-14-05.html,https://files.ledsc4.com/ldt/15-0074-14-05.html,,RETILAP-DECORATIVE,FX-INC-I,,,,"Pipe Ceiling Double"
10-1523-21-21,V0,Nein,Tischleuchten,8435381449995,Elva,Decorative,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/10-1523-21-21.html,"TISCHLEUCHTEN ELVA LED 8W 3000K CHROM 301LM","LedsC4 Elva 10-1523-21-21  Tischleuchten für den Innenbereich   Zeitloses Design. Qualitativ hochwertiges Finish. Optimaler visueller Komfort. Schwenkbare Lichtquelle. Material Körper: Aluminium, Stahl. Oberfläche Körper: Chrom. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 1.95 Breite oder Durchmesser des Produkts (mm): 65 Produkthöhe (mm): 550 Ausgang des Produktes (mm): 360 Gewicht in kg (verpackt): 2.83  Klasse 2. IP: IP20. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CITIZEN. Maximale Leistung der Lichtquelle: 6W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. UGR:  19.8. Photobiologisches Risiko: RG1. Lichtstrom (lm): 301. Nominaler Lichtstrom (lm): 434. Reale Lm/W: 38. Spannungs-/Frequenzbereich: 100-240. Spannung: 9.1. Netzteil inklusive: Ja. Multivoltage-Netzteil inklusive. Gesamtleistung: 8. Leistungsfaktor: 0.49.",9405219090,"Aluminium, Stahl",Chrom,,65,550,360,"1xLED 6 434 lm",Ja,F,6,"Eingestellt DE",2012,"2,83","16,98","1,95","0,016","0,096",615,225,95,,,,,,,,,,,,,,,,8,434,301,3000K,80,,,IP20,,https://files.ledsc4.com/main-photo/10-1523-21-21,,,,,,https://files.ledsc4.com/imc/10-1523-21-21.html,https://files.ledsc4.com/el/10-1523-21-21.html,https://files.ledsc4.com/fm/10-1523-21-21.html,https://files.ledsc4.com/pl/10-1523-21-21.html,,https://files.ledsc4.com/3d/10-1523-21-21.html,https://files.ledsc4.com/ies/10-1523-21-21.html,https://files.ledsc4.com/ldt/10-1523-21-21.html,,,FX-LED-II,,,,
05-1411-21-F9,V0,Ja,Bad,8435111098707,"Dresde On",Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/05-1411-21-F9.html,"BAD IP44 DRESDE ON E14 9W CHROM","LedsC4 Dresde On 05-1411-21-F9  Bad für den Innenbereich   Zeitloses Design. Leichte Installation. Idealer IP Schutz für das Bad. Lange Haltbarkeit bei intensiver Nutzung. Material Körper: Stahl, Aluminium. Oberfläche Körper: Chrom. Material Diffusor: Glas. Oberfläche Diffusor: Weiß. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 0.9 Breite oder Durchmesser des Produkts (mm): 58 Produkthöhe (mm): 220 Ausgang des Produktes (mm): 110 Gewicht in kg (verpackt): 1.32  Klasse 1. Glühdrahtprüfung: 850. IP: IP44. Gesamtleistung: 9.",9405199090,"Stahl, Aluminium, Glas","Chrom, Weiß",,58,220,110,,Nein,"NA EPREL",6,"Eingestellt DE",2012,"1,32","7,92","0,9","0,008","0,048",215,195,165,,,,,,,410,235,535,,,,,,,9,,,,,,,IP44,,https://files.ledsc4.com/main-photo/05-1411-21-F9,https://files.ledsc4.com/ambience-photo/1/05-1411-21-F9,https://files.ledsc4.com/ambience-photo/2/05-1411-21-F9,,https://files.ledsc4.com/detail-photo/1/05-1411-21-F9,https://files.ledsc4.com/detail-photo/2/05-1411-21-F9,https://files.ledsc4.com/imc/05-1411-21-F9.html,,,https://files.ledsc4.com/pl/05-1411-21-F9.html,,https://files.ledsc4.com/3d/05-1411-21-F9.html,,,,RETILAP-DECORATIVE,FX-INC-I,,,,
