Reference,Version,Predetermined,Type,EAN13,Family,Catalog,"National Rate",Warranty,"Etiqueta V/f",Datasheet,Description,masterfile.tender_text,masterfile.codi_duaner,Material,Finish,Length,Width,Height,Projection,"Light source","Bulb included","Energy efficiency","Units master box","Discontinued item","Product launch","Weight packaged (KG)","Weight master box","Weight net (KG)","Volume Unit (m3)","Volume Master box (m3)","Length Box 1","Width Box 1","Height Box 1","Length Box 2","Width Box 2","Height Box 2","Length Box 3","Width Box 3","Height Box 3","Length MB 1","Width MB 1","Height MB 1","Length MB 2","Width MB 2","Height MB 2","Length MB 3","Width MB 3","Height MB 3","Wattage (W)","Lumen Output (lm)","Lumenes reales (lm)","Led Colour Temperature (K)",CRI,"Light Beam (º)","Regulation type","IP Rating",IK,"Web Image","Ambient Image 1","Ambient Image 2","Ambient Image 3","Detail Image 1","Detail Image 2",IMC,EE,Photometry,masterfile.ploma_comercial,Accessories,3D,masterfile.ies,masterfile.ldt,"Codi Kenia","Codi RETILAP","Codi Marroc","Country Code 4","Country Code 5","Country Code 6",Model
05-6193-05-05,V0,No,"Reading lights",8435381494827,"Stylus Switch",Decorative,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/05-6193-05-05.html,"READING LIGHTS STYLUS SWITCH LED 5.1W 3000K BLACK 166LM","LedsC4 Stylus Switch 05-6193-05-05  Reading lights for indoor use.   For frontal lighting and downlighting. Ideal deco-tech compositions. Minimalist design. Highly versatile, multiple installations. Highly customisable: accessories, finishes… Optimum price-performance. Optimum visual comfort. Embedded/surface mounted double installation. Easy instalation. Full collection with complementary products. High durability for intensive use. The optical module can easily be rotated 360º. Structure material: Aluminium. Structure finish: Black. Diffuser material: Polycarbonate. Diffuser finish: Transparent. Warranty: 5 Years.  Product net weight (Kg): 0.28 Product width or diameter (mm): 90 Product height (mm): 120  Class 1. LED. No. of lampholders or LEDs: 1. LED brand: SHARP. Driver brand: HEP. Maximum power of light source: 3.4W. Colour temperature: 3000K. Colour rendering index: 83. MacAdam Steps: 3. Hours of life: 50.000h L80B20. UGR:  18.5. Photobiological risk: RG1. Real flux (lm): 166. Nominal flux (lm): 410. Real lm/W: 33. Voltage: 9.8V. Equipment included: Yes. Total power: 5.1. Power factor: 0.87.",9405119090,"Aluminium, Polycarbonate","Black, Transparent",,90,120,,"1xLED 3.4 410 lm",Yes,F,30,"Discontinuo EN",2018,"0,38","11,4","0,28","0,001","0,03",110,75,140,,,,,,,395,360,305,,,,,,,"5,1",410,166,3000K,83,"Check Photometric file",,,,https://files.ledsc4.com/main-photo/05-6193-05-05,https://files.ledsc4.com/ambience-photo/1/05-6193-05-05,https://files.ledsc4.com/ambience-photo/2/05-6193-05-05,,,,https://files.ledsc4.com/imc/05-6193-05-05.html,https://files.ledsc4.com/el/05-6193-05-05.html,https://files.ledsc4.com/fm/05-6193-05-05.html,https://files.ledsc4.com/pl/05-6193-05-05.html,,https://files.ledsc4.com/3d/05-6193-05-05.html,https://files.ledsc4.com/ies/05-6193-05-05.html,https://files.ledsc4.com/ldt/05-6193-05-05.html,,,FX-LED-I,,,,"Stylus Wall Fixture Switch"
05-9911-Z5-CM,V0,No,"Surface-mounted wall light",8435381496296,"Afrodita LED 220mm Double Emission",Outdoor,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/05-9911-Z5-CM.html,"SURFACE-MOUNTED WALL LIGHT IP66 AFRODITA LED 220MM DOUBLE EMISSION LED 17.9W 400","LedsC4 Afrodita LED 220mm Double Emission 05-9911-Z5-CM  Surface-mounted wall light for outdoor use.   For uplighting and downlighting. Structure material: Aluminium. Structure finish: Urban grey. Diffuser material: Glass. Diffuser finish: Partly-sandblasted. UV protection. Warranty: 2 Years.  Product net weight (Kg): 1.48 Product width or diameter (mm): 220 Product height (mm): 90 Product aperture (mm): 120  Class 1. Glow wire test: 850. IP: IP66. IK: IK04. LED. No. of lampholders or LEDs: 1. Maximum power of light source: 17.5W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 50.000h L80B20. UGR:  13.5. Photobiological risk: RG0. Real flux (lm): 1644. Nominal flux (lm): 1955. Real lm/W: 92. Voltage / frequency range: 100-240/50-60Hz. Voltage: 6. Equipment included: Yes. Multi-voltage equipment included. Total power: 17.9. Power factor: 0.90. Dimmable equipment included: ON-OFF.",9405119090,"Aluminium, Glass","Urban grey, Partly-sandblasted",,220,90,120,"1xLED 17.5 1955 lm",Yes,E,4,"Descatalogado EN",2018,"1,57","6,28","1,48","0,004","0,016",230,130,100,,,,,,,275,255,225,,,,,,,"17,9",1955,1644,4000K,80,"Check Photometric file",ON-OFF,IP66,IK04,https://files.ledsc4.com/main-photo/05-9911-Z5-CM,,,,,,https://files.ledsc4.com/imc/05-9911-Z5-CM.html,https://files.ledsc4.com/el/05-9911-Z5-CM.html,https://files.ledsc4.com/fm/05-9911-Z5-CM.html,https://files.ledsc4.com/pl/05-9911-Z5-CM.html,,https://files.ledsc4.com/3d/05-9911-Z5-CM.html,https://files.ledsc4.com/ies/05-9911-Z5-CM.html,https://files.ledsc4.com/ldt/05-9911-Z5-CM.html,,,FX-LED-I,,,,"Afrodita LED 220mm Double Emission"
05-7563-14-M1,V0,Yes,"Surface-mounted wall light",8435575304437,"Ely Recessed With Touch",Decorative,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/05-7563-14-M1.html,"SURFACE-MOUNTED WALL LIGHT ELY RECESSED WITH TOUCH LED 11W 3000K TOUCH DIMMING W","LedsC4 Ely Recessed With Touch 05-7563-14-M1  Surface-mounted wall light for indoor use.   For uplighting and downlighting. The optical module can easily be rotated 360º. Structure material: Aluminium, Steel. Structure finish: White. Diffuser material: Plastic. Diffuser finish: White. Warranty: 2 Years.  Product net weight (Kg): 1.39 Product length (mm): 210 Product width or diameter (mm): 122 Product height (mm): 83 Product aperture (mm): 42 Ø of the hole for recessing (mm): 210x120 Permitted ceiling thickness: 3-25  Class 2. IP: IP20. LED. No. of lampholders or LEDs: 1. LED brand: SAMSUNG. Driver brand: HEP. Maximum power of light source: 8.4W. Colour temperature: 3000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 50.000h L80B20. UGR:  21.8. Photobiological risk: RG1. Real flux (lm): 485. Nominal flux (lm): 1125. Real lm/W: 44. Voltage / frequency range: 100-240/50-60Hz. Voltage: 3. Equipment included: Yes. Total power: 11. Power factor: 0.40. Dimmable equipment included: TOUCH DIMMING.",9405119090,"Aluminium, Steel, Plastic","White, White",210,122,83,42,"1xLED 8.4 1125 lm",Yes,D,4,"Descatalogado EN",2019,"1,92","7,68","1,39","0,008","0,032",280,190,125,,,,,,,,,,,,,,,,11,1125,485,3000K,80,SPOT,"TOUCH DIMMING",IP20,,https://files.ledsc4.com/main-photo/05-7563-14-M1,https://files.ledsc4.com/ambience-photo/1/05-7563-14-M1,https://files.ledsc4.com/ambience-photo/2/05-7563-14-M1,,https://files.ledsc4.com/detail-photo/1/05-7563-14-M1,,https://files.ledsc4.com/imc/05-7563-14-M1.html,https://files.ledsc4.com/el/05-7563-14-M1.html,https://files.ledsc4.com/fm/05-7563-14-M1.html,https://files.ledsc4.com/pl/05-7563-14-M1.html,https://files.ledsc4.com/ft3/en/05-7563-14-M1.html,https://files.ledsc4.com/3d/05-7563-14-M1.html,https://files.ledsc4.com/ies/05-7563-14-M1.html,https://files.ledsc4.com/ldt/05-7563-14-M1.html,,RETILAP-DECORATIVE,FX-LED-II,,,,"Ely Recessed With Touch"
TC-0358-NEG,V0,Yes,Spotlight,8435381494551,"Onyx ø100mm",Forlight,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/TC-0358-NEG.html,"SPOTLIGHT IP20 ONYX Ø100MM LED 38.5W 3000K ON-OFF BLACK 4000.00","LedsC4 Onyx ø100mm TC-0358-NEG  Spotlight for indoor use.   For downlighting. Compatible with triple-phase track. High luminous efficiency. Not compatible with TC-0473-BLA. The optical module can easily be rotated 360º. Structure material: Aluminium. Structure finish: Black. Diffuser material: Glass. Diffuser finish: Transparent. Warranty: 3 Years.  Product net weight (Kg): 1.39 Product length (mm): 228 Product width or diameter (mm): 100 Product height (mm): 151  Class 1. IP: IP20. LED. No. of lampholders or LEDs: 1. LED brand: EDISON. Maximum power of light source: 35W. Colour temperature: 3000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 36.000h L70B30. UGR: 16. Photobiological risk: RG1. Real flux (lm): 3007. Nominal flux (lm): 4000. Real lm/W: 78. Voltage / frequency range: 100-277/50-60Hz. Voltage: 37. Equipment included: Yes. Total power: 38.5. Power factor: 0.90. Dimmable equipment included: ON-OFF.",9405119090,"Aluminium, Glass","Black, Transparent",228,100,151,,"1xLED 35 4000.00 lm",Yes,E,8,"Descatalogado EN",2018,"1,55","12,4","1,39","0,009","0,072",190,140,265,,,,,,,585,405,290,,,,,,,"38,5","4000,00",3007,3000K,80,MEDIUM,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/TC-0358-NEG,,,,,,https://files.ledsc4.com/imc/TC-0358-NEG.html,https://files.ledsc4.com/el/TC-0358-NEG.html,,https://files.ledsc4.com/pl/TC-0358-NEG.html,,,,,,RETILAP-TRACK,FX-LED-I,,,,
55-9972-CA-CL,V0,No,"Recessed uplighting",8435381499235,"Gea Cob LED Aluminium ø300mm",Outdoor,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/55-9972-CA-CL.html,"RECESSED UPLIGHTING IP65-IP67 GEA COB LED ALUMINIUM Ø300MM LED 35W 3000K 1-10V ","LedsC4 Gea Cob LED Aluminium ø300mm 55-9972-CA-CL  Recessed uplighting for outdoor use.   For uplighting. Electronic components are in a sealed internal compartment, completely separate from the compartment where the connection terminals are located. The unit will withstand a static weight of 1,800 Kg and the occasional transit of slow-moving vehicles. Includes 2 anti-glare accessories. Includes 2 reflectors. Includes flush-mounting box. Includes 2 cable outlets to facilitate chain mounting. Adjustable light source. Structure material: Stainless steel AISI316, Aluminium. Structure finish: AISI 316 stainless steel. Diffuser material: Glass. Diffuser finish: Transparent. UV protection. Warranty: 2 Years.  Product net weight (Kg): 5.97 Product width or diameter (mm): 300 Product aperture (mm): 177  Class 1. Glow wire test: 850. IP: IP65-IP67. IK: IK10. LED. No. of lampholders or LEDs: 1. LED brand: CREE. Driver brand: MEANWELL. Maximum power of light source: 34.7W. Colour temperature: 3000K. Colour rendering index: 80. MacAdam Steps: 2. Hours of life: 50.000h L80B20. UGR: 21.6. Photobiological risk: RG1. % de Flickering: &lt;5%. Real flux (lm): 3681. Nominal flux (lm): 3820. Real lm/W: 105. Voltage / frequency range: 90-305/50-60Hz. Voltage: 36. Equipment included: Yes. Total power: 35. Power factor: 0.90. Dimmable equipment included: 1-10V.",9405423990,"Stainless steel AISI316, Aluminium, Glass","AISI 316 stainless steel, Transparent",,300,,177,"1xLED 34.7 3820 lm",Yes,F,1,"Descatalogado EN",2018,"6,82","6,82","5,97","0,024","0,024",320,330,230,,,,,,,,,,,,,,,,35,3820,3681,3000K,80,"SPOT, 60º",1-10V,IP65-IP67,IK10,https://files.ledsc4.com/main-photo/55-9972-CA-CL,,,,,,https://files.ledsc4.com/imc/55-9972-CA-CL.html,https://files.ledsc4.com/el/55-9972-CA-CL.html,https://files.ledsc4.com/fm/55-9972-CA-CL.html,https://files.ledsc4.com/pl/55-9972-CA-CL.html,https://files.ledsc4.com/ft3/en/55-9972-CA-CL.html,https://files.ledsc4.com/3d/55-9972-CA-CL.html,https://files.ledsc4.com/ies/55-9972-CA-CL.html,https://files.ledsc4.com/ldt/55-9972-CA-CL.html,,,FX-LED-I,,,,"Gea Cob 300mm"
55-9972-CA-CM,V0,No,"Recessed uplighting",8435381499242,"Gea Cob LED Aluminium ø300mm",Outdoor,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/55-9972-CA-CM.html,"RECESSED UPLIGHTING IP65-IP67 GEA COB LED ALUMINIUM Ø300MM LED 35W 4000K 1-10V ","LedsC4 Gea Cob LED Aluminium ø300mm 55-9972-CA-CM  Recessed uplighting for outdoor use.   For uplighting. Electronic components are in a sealed internal compartment, completely separate from the compartment where the connection terminals are located. The unit will withstand a static weight of 1,800 Kg and the occasional transit of slow-moving vehicles. Includes 2 anti-glare accessories. Includes 2 reflectors. Includes flush-mounting box. Includes 2 cable outlets to facilitate chain mounting. Adjustable light source. Structure material: Stainless steel AISI316, Aluminium. Structure finish: AISI 316 stainless steel. Diffuser material: Glass. Diffuser finish: Transparent. UV protection. Warranty: 2 Years.  Product net weight (Kg): 5.97 Product width or diameter (mm): 300 Product aperture (mm): 177  Class 1. Glow wire test: 850. IP: IP65-IP67. IK: IK10. LED. No. of lampholders or LEDs: 1. LED brand: CREE. Driver brand: MEANWELL. Maximum power of light source: 34.7W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 2. Hours of life: 50.000h L80B20. UGR: 21.8. Photobiological risk: RG1. % de Flickering: &lt;5%. Real flux (lm): 3927. Nominal flux (lm): 4075. Real lm/W: 112. Voltage / frequency range: 90-305/50-60Hz. Voltage: 36. Equipment included: Yes. Total power: 35. Power factor: 0.90. Dimmable equipment included: 1-10V.",9405423990,"Stainless steel AISI316, Aluminium, Glass","AISI 316 stainless steel, Transparent",,300,,177,"1xLED 34.7 4075 lm",Yes,E,1,"Descatalogado EN",2018,"6,82","6,82","5,97","0,024","0,024",320,330,230,,,,,,,,,,,,,,,,35,4075,3927,4000K,80,"SPOT, 60º",1-10V,IP65-IP67,IK10,https://files.ledsc4.com/main-photo/55-9972-CA-CM,,,,,,https://files.ledsc4.com/imc/55-9972-CA-CM.html,https://files.ledsc4.com/el/55-9972-CA-CM.html,https://files.ledsc4.com/fm/55-9972-CA-CM.html,https://files.ledsc4.com/pl/55-9972-CA-CM.html,https://files.ledsc4.com/ft3/en/55-9972-CA-CM.html,https://files.ledsc4.com/3d/55-9972-CA-CM.html,https://files.ledsc4.com/ies/55-9972-CA-CM.html,https://files.ledsc4.com/ldt/55-9972-CA-CM.html,,,FX-LED-I,,,,"Gea Cob 300mm"
55-9907-CA-CK,V0,No,"Recessed uplighting",8435381496128,"Gea Cob LED Aluminium ø185mm",Outdoor,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/55-9907-CA-CK.html,"RECESSED UPLIGHTING IP65-IP67 GEA COB LED ALUMINIUM Ø185MM LED 17.6W 2700K AISI","LedsC4 Gea Cob LED Aluminium ø185mm 55-9907-CA-CK  Recessed uplighting for outdoor use.   For uplighting. Electronic components are in a sealed internal compartment, completely separate from the compartment where the connection terminals are located. The unit will withstand a static weight of 1,800 Kg and the occasional transit of slow-moving vehicles. Includes 2 anti-glare accessories. Includes 2 reflectors. Includes flush-mounting box. Includes 2 cable outlets to facilitate chain mounting. Adjustable light source. Structure material: Stainless steel AISI316, Aluminium. Structure finish: AISI 316 stainless steel. Diffuser material: Glass. Diffuser finish: Transparent. UV protection. Warranty: 2 Years. Max. temperature: 50ºC.  Product net weight (Kg): 2.08 Product width or diameter (mm): 185 Product aperture (mm): 151  Class 1. Glow wire test: 850. IP: IP65-IP67. IK: IK10. LED. No. of lampholders or LEDs: 1. LED brand: CREE. Maximum power of light source: 16W. Colour temperature: 2700K. Colour rendering index: 80. MacAdam Steps: 2. Hours of life: 50.000h L80B20. UGR:  11.7. Photobiological risk: RG1. Real flux (lm): 1630. Nominal flux (lm): 1950. Real lm/W: 93. Voltage / frequency range: 100-240 VAC. Voltage: 36. Equipment included: Yes. Total power: 17.6. Power factor: 0.94.",9405423990,"Stainless steel AISI316, Aluminium, Glass","AISI 316 stainless steel, Transparent",,185,,151,"1xLED 16 1950 lm",Yes,E,4,"Descatalogado EN",2018,"2,37","9,48","2,08","0,008","0,032",190,190,165,,,,,,,400,400,205,,,,,,,"17,6",1950,1630,2700K,80,"MEDIUM, 60º",,IP65-IP67,IK10,https://files.ledsc4.com/main-photo/55-9907-CA-CK,,,,,,https://files.ledsc4.com/imc/55-9907-CA-CK.html,https://files.ledsc4.com/el/55-9907-CA-CK.html,https://files.ledsc4.com/fm/55-9907-CA-CK.html,https://files.ledsc4.com/pl/55-9907-CA-CK.html,https://files.ledsc4.com/ft3/en/55-9907-CA-CK.html,https://files.ledsc4.com/3d/55-9907-CA-CK.html,https://files.ledsc4.com/ies/55-9907-CA-CK.html,https://files.ledsc4.com/ldt/55-9907-CA-CK.html,,,FX-LED-I,,,,"Gea Cob 185mm"
55-9909-CA-CK,V0,No,"Recessed uplighting",8435381496135,"Gea Cob LED Aluminium ø223mm",Outdoor,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/55-9909-CA-CK.html,"RECESSED UPLIGHTING IP65-IP67 GEA COB LED ALUMINIUM Ø223MM LED 27W 2700K ON-OFF","LedsC4 Gea Cob LED Aluminium ø223mm 55-9909-CA-CK  Recessed uplighting for outdoor use.   For uplighting. Electronic components are in a sealed internal compartment, completely separate from the compartment where the connection terminals are located. The unit will withstand a static weight of 1,800 Kg and the occasional transit of slow-moving vehicles. Includes 2 anti-glare accessories. Includes 2 reflectors. Includes flush-mounting box. Includes 2 cable outlets to facilitate chain mounting. Adjustable light source. Structure material: Stainless steel AISI316, Aluminium. Structure finish: AISI 316 stainless steel. Diffuser material: Glass. Diffuser finish: Transparent. UV protection. Warranty: 2 Years.  Product net weight (Kg): 4.07 Product width or diameter (mm): 223 Product aperture (mm): 177  Class 1. Glow wire test: 850. IP: IP65-IP67. IK: IK10. LED. No. of lampholders or LEDs: 1. LED brand: CREE. Maximum power of light source: 23W. Colour temperature: 2700K. Colour rendering index: 80. MacAdam Steps: 2. Hours of life: 50.000h L80B20. UGR:  16.1. Photobiological risk: RG1. Real flux (lm): 2414. Nominal flux (lm): 2815. Real lm/W: 89. Voltage / frequency range: 100-240/50-60Hz. Voltage: 36. Equipment included: Yes. Total power: 27. Power factor: 0.90. Dimmable equipment included: ON-OFF.",9405423990,"Stainless steel AISI316, Aluminium, Glass","AISI 316 stainless steel, Transparent",,223,,177,"1xLED 23 2815 lm",Yes,E,4,"Descatalogado EN",2018,"4,41","17,64","4,07","0,011","0,044",235,235,195,,,,,,,480,245,400,,,,,,,27,2815,2414,2700K,80,"SPOT, 60º",ON-OFF,IP65-IP67,IK10,https://files.ledsc4.com/main-photo/55-9909-CA-CK,,,,,,https://files.ledsc4.com/imc/55-9909-CA-CK.html,https://files.ledsc4.com/el/55-9909-CA-CK.html,https://files.ledsc4.com/fm/55-9909-CA-CK.html,https://files.ledsc4.com/pl/55-9909-CA-CK.html,https://files.ledsc4.com/ft3/en/55-9909-CA-CK.html,https://files.ledsc4.com/3d/55-9909-CA-CK.html,https://files.ledsc4.com/ies/55-9909-CA-CK.html,https://files.ledsc4.com/ldt/55-9909-CA-CK.html,,,FX-LED-I,,,,"Gea Cob 223mm"
05-6423-14-14,V0,No,"Surface-mounted wall light",8435381499938,"Gamma Shade Round",Decorative,,3,"100-277V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/05-6423-14-14.html,"SURFACE-MOUNTED WALL LIGHT GAMMA SHADE ROUND E27 LED 17.4W 2700K ON-OFF WHITE 13","LedsC4 Gamma Shade Round 05-6423-14-14  Surface-mounted wall light for indoor use.   For frontal lighting and downlighting. Design by J. Patsi. Contemporary design. Highly versatile, multiple installations. Highly customisable: accessories, finishes… Premium finishes. Optimum price-performance. Optimum visual comfort. Full collection with complementary products. High durability for intensive use. The optical module can easily be rotated 360º. Structure material: Aluminium. Structure finish: White. Diffuser material: Textile. Diffuser finish: White. Warranty: 3 Years.  Product net weight (Kg): 0.8 Product width or diameter (mm): 175 Product height (mm): 279 Product aperture (mm): 154  Class 1. IP: IP20. E27. No. of lampholders or LEDs: 1. LED brand: CREE. Driver brand: HEP. Maximum power of light source: 15W. Colour temperature: 2700K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 50.000h L80B20. UGR: 16. Photobiological risk: RG2. Real flux (lm): 137. Real lm/W: 8. Voltage / frequency range: 100-277/50-60Hz. Voltage: 3. Equipment included: Yes. Total power: 17.4. Dimmable equipment included: ON-OFF.",9405199090,"Aluminium, Textile","White, White",,175,279,154,,Yes,G,12,"Descatalogado EN",2018,"1,36","16,32","0,8","0,013","0,156",255,155,130,200,145,205,,,,530,485,295,460,430,445,,,,"17,4",,137,2700K,80,,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/05-6423-14-14,https://files.ledsc4.com/ambience-photo/1/05-6423-14-14,,,,,https://files.ledsc4.com/imc/05-6423-14-14.html,https://files.ledsc4.com/el/05-6423-14-14.html,https://files.ledsc4.com/fm/05-6423-14-14.html,https://files.ledsc4.com/pl/05-6423-14-14.html,,https://files.ledsc4.com/3d/05-6423-14-14.html,https://files.ledsc4.com/ies/05-6423-14-14.html,https://files.ledsc4.com/ldt/05-6423-14-14.html,,,FX-LED-I,,,,"Gamma Shade Round"
91-6608-00-00,V0,Yes,"LED strip",8435526801121,"Asai Side Bend 8000mm",Architectural,,3,24VDC,https://files.ledsc4.com/ft2/en/91-6608-00-00.html,"LED STRIP ASAI SIDE BEND 8000MM 115.2W 3000K CRI 80 IP67 3529LM","LedsC4 Asai Side Bend 8000mm 91-6608-00-00  LED strip for indoor and outdoor use.   For downlighting. Neon effect. Fully uniform diffuser with no shadows or glare. Invisible continuous join. Structure material: Polyurethane. Diffuser finish: White. Warranty: 3 Years.  Product net weight (Kg): 2.16 Product length (mm): 8000 Product width or diameter (mm): 16 Product height (mm): 17  Class 3. Glow wire test: 850. IP: IP67. IK: IK10. LED. No. of lampholders or LEDs: 1. Maximum power of light source: 115.2W. Colour temperature: 3000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 50.000h L80B20. UGR: 20.0. Photobiological risk: RG0. Real flux (lm): 3529. Real lm/W: 31. Voltage: 3. Equipment included: No, but it is needed. Total power: 115.2.",9405423100,Polyurethane,White,8000,16,17,,,Yes,E,10,"Descatalogado EN",2019,"2,6",26,"2,16","0,013","0,13",530,40,530,,,,,,,,,,,,,,,,"115,2",,3529,3000K,80,HORIZONTAL,,IP67,IK10,https://files.ledsc4.com/main-photo/91-6608-00-00,https://files.ledsc4.com/ambience-photo/1/91-6608-00-00,https://files.ledsc4.com/ambience-photo/2/91-6608-00-00,,https://files.ledsc4.com/detail-photo/1/91-6608-00-00,https://files.ledsc4.com/detail-photo/2/91-6608-00-00,https://files.ledsc4.com/imc/91-6608-00-00.html,https://files.ledsc4.com/el/91-6608-00-00.html,https://files.ledsc4.com/fm/91-6608-00-00.html,https://files.ledsc4.com/pl/91-6608-00-00.html,https://files.ledsc4.com/ft3/en/91-6608-00-00.html,https://files.ledsc4.com/3d/91-6608-00-00.html,https://files.ledsc4.com/ies/91-6608-00-00.html,https://files.ledsc4.com/ldt/91-6608-00-00.html,,RETILAP-DECORATIVE,"LED STRIP-III",,,,"Asai Side Bend 8000mm"
